"density","qcloud","qrain","qvapor","theta","velocity:0","velocity:1","velocity:2","Points:0","Points:1","Points:2"
0,0,0,0,0,0,0,0,53584,6000,0
0,0,0,0,0,0,0,0,53834,6000,0
0,0,0,0,0,0,0,0,54085,6000,0
0,0,0,0,0,0,0,0,54335,6000,0
0,0,0,0,0,0,0,0,54585,6000,0
0,0,0,0,0,0,0,0,54836,6000,0
0,0,0,0,0,0,0,0,55086,6000,0
0,0,0,0,0,0,0,0,55336,6000,0
0,0,0,0,0,0,0,0,55587,6000,0
0,0,0,0,0,0,0,0,55837,6000,0
0,0,0,0,0,0,0,0,56088,6000,0
0,0,0,0,0,0,0,0,56338,6000,0
0,0,0,0,0,0,0,0,56588,6000,0
0,0,0,0,0,0,0,0,56839,6000,0
0,0,0,0,0,0,0,0,57089,6000,0
0,0,0,0,0,0,0,0,57340,6000,0
0,0,0,0,0,0,0,0,57590,6000,0
0,0,0,0,0,0,0,0,57840,6000,0
0,0,0,0,0,0,0,0,58091,6000,0
0,0,0,0,0,0,0,0,58341,6000,0
0,0,0,0,0,0,0,0,58592,6000,0
0,0,0,0,0,0,0,0,58842,6000,0
0,0,0,0,0,0,0,0,59092,6000,0
0,0,0,0,0,0,0,0,59343,6000,0
0,0,0,0,0,0,0,0,59593,6000,0
0,0,0,0,0,0,0,0,59844,6000,0
0,0,0,0,0,0,0,0,60094,6000,0
0,0,0,0,0,0,0,0,60344,6000,0
0,0,0,0,0,0,0,0,60595,6000,0
0,0,0,0,0,0,0,0,60845,6000,0
0,0,0,0,0,0,0,0,61095,6000,0
0,0,0,0,0,0,0,0,61346,6000,0
0,0,0,0,0,0,0,0,61596,6000,0
0,0,0,0,0,0,0,0,61847,6000,0
0,0,0,0,0,0,0,0,62097,6000,0
0,0,0,0,0,0,0,0,62347,6000,0
0,0,0,0,0,0,0,0,62598,6000,0
0,0,0,0,0,0,0,0,62848,6000,0
0,0,0,0,0,0,0,0,63099,6000,0
0,0,0,0,0,0,0,0,63349,6000,0
0,0,0,0,0,0,0,0,63599,6000,0
0,0,0,0,0,0,0,0,63850,6000,0
0,0,0,0,0,0,0,0,64100,6000,0
0,0,0,0,0,0,0,0,64351,6000,0
0,0,0,0,0,0,0,0,64601,6000,0
0,0,0,0,0,0,0,0,64851,6000,0
0,0,0,0,0,0,0,0,65102,6000,0
0,0,0,0,0,0,0,0,65352,6000,0
0,0,0,0,0,0,0,0,65603,6000,0
0,0,0,0,0,0,0,0,65853,6000,0
0,0,0,0,0,0,0,0,66103,6000,0
0,0,0,0,0,0,0,0,66354,6000,0
0,0,0,0,0,0,0,0,66604,6000,0
0,0,0,0,0,0,0,0,66854,6000,0
0,0,0,0,0,0,0,0,67105,6000,0
0,0,0,0,0,0,0,0,67355,6000,0
0,0,0,0,0,0,0,0,67606,6000,0
0,0,0,0,0,0,0,0,67856,6000,0
0,0,0,0,0,0,0,0,68106,6000,0
0,0,0,0,0,0,0,0,68357,6000,0
0,0,0,0,0,0,0,0,68607,6000,0
0,0,0,0,0,0,0,0,68858,6000,0
0,0,0,0,0,0,0,0,69108,6000,0
0,0,0,0,0,0,0,0,69358,6000,0
0,0,0,0,0,0,0,0,69609,6000,0
0,0,0,0,0,0,0,0,69859,6000,0
0,0,0,0,0,0,0,0,70110,6000,0
0,0,0,0,0,0,0,0,70360,6000,0
0,0,0,0,0,0,0,0,70610,6000,0
0,0,0,0,0,0,0,0,70861,6000,0
0,0,0,0,0,0,0,0,71111,6000,0
